ordem,pid,moradia_classe,moradia_zoneamento,lote_fachada,lote_area,rua_tipo,beco_tipo,lote_formato,terreno_contorno,utilidades,lote_config,terreno_declive,vizinhanca,condicao_1,condicao_2,moradia_tipo,moradia_estilo,geral_qualidade,geral_condicao,construcao_ano,remodelacao_ano,telhado_estilo,telhado_material,exterior_cobertura_1,exterior_cobertura_2,alvenaria_tipo,alvenaria_area,exterior_qualidade,exterior_condicao,fundacao_tipo,porao_qualidade,porao_condicao,porao_exposicao,porao_acabamento_1,porao_area_com_acabamento_1,porao_acabamento_2,porao_area_com_acabamento_2,porao_area_sem_acabamento,porao_area_total,porao_num_banheiros,porao_num_banheiros_lavabos,aquecimento_tipo,aquecimento_qualidade_condicao,ar_condicionado_central,sistema_eletrico_tipo,primeiro_andar_area,segundo_andar_area,acabamento_baixa_qualidade_area,acima_solo_area,acima_solo_num_banheiros,acima_solo_num_lavabos,acima_solo_num_quartos,acima_solo_num_cozinhas,cozinha_qualidade,acima_solo_num_comodos,funcional,total_num_lareiras,lareira_qualidade,garagem_tipo,garagem_ano_construcao,garagem_acabamento,garagem_capacidade_carros,garagem_area,garagem_qualidade,garagem_condicao,entrada_veiculo_pavimentada,deck_madeira_area,varanda_aberta_area,varanda_fechada_area,varanda_3ssn_area,varanda_com_tela_area,piscina_area,piscina_qualidade,cerca_qualidade,funcionalidades_diversas,funcionalidades_valor,venda_mes,venda_ano,venda_tipo,venda_condicao,venda_valor,
2455,2455,528429060,60,Residencial baixa densidade,75,12447,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,adjacente à ferrovia Norte-Sul,normal,família única,dois andares,muito boa,média,2005,2006,duas águas,telha padrão (composto),placa de cimento,CmentBd,pedra,192,boa,média,concreto derrramado,boa,boa,No,não finalizado,0,não finalizado,0,1100,1100,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1116,848,0,1964,2,1,3,1,boa,8,funcionalidade típica,1,boa,embutida,2005,terminada,2,760,média,média,Y,200,70,0,0,0,0,NA,NA,NA,0,1,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,252000
2456,2456,528429100,20,Residencial baixa densidade,49,15218,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Somerset,adjacente à ferrovia Norte-Sul,normal,família única,um andar,muito boa,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,NA,NA,boa,média,concreto derrramado,excelente,boa,No,alojamento bom,1562,não finalizado,0,108,1670,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1670,0,0,1670,2,1,2,1,boa,6,funcionalidade típica,1,boa,anexada à casa,2006,acabamento grosseiro,3,928,média,média,Y,0,240,200,0,0,0,NA,NA,NA,0,9,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,336820
2457,2457,528429120,20,Residencial baixa densidade,49,20896,pavimentada,NA,moderadamente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Somerset,adjacente à ferrovia Norte-Sul,normal,família única,um andar,muito boa,média,2005,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,excelente,média,exposição mínima,alojamento bom,1721,não finalizado,0,356,2077,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,2097,0,0,2097,1,1,1,1,excelente,8,funcionalidade típica,1,excelente,anexada à casa,2005,terminada,3,1134,média,média,Y,192,267,0,0,0,0,NA,NA,NA,0,1,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,423000
2458,2458,528429130,20,Residencial baixa densidade,85,10182,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Somerset,dentro de 200 pés da ferrorvia Norte-Sul,normal,família única,um andar,muito boa,média,2006,2006,quadril,telha padrão (composto),tapume de vinil,tapume de vinil,pedra,420,boa,média,concreto derrramado,excelente,média,exposição mínima,alojamento bom,1220,não finalizado,0,440,1660,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1660,0,0,1660,2,0,3,1,boa,8,funcionalidade típica,1,boa,anexada à casa,2006,acabamento grosseiro,2,500,média,média,Y,322,50,0,0,0,0,NA,NA,NA,0,5,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,290000
2459,2459,528439030,20,Residencial baixa densidade,73,8688,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,um andar,boa,média,2005,2005,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,228,boa,média,concreto derrramado,boa,média,exposição média,não finalizado,0,não finalizado,0,1616,1616,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1616,0,0,1616,2,0,3,1,boa,7,funcionalidade típica,0,NA,anexada à casa,2005,acabamento grosseiro,3,834,média,média,Y,208,59,0,0,0,0,NA,NA,NA,0,4,2006,WD ,venda normal,232000
2460,2460,528445010,20,Residencial baixa densidade,85,10936,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Somerset,adjacente a rua alimentadora,normal,família única,um andar,muito boa,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,60,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,1504,1504,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1504,0,0,1504,2,0,3,1,boa,7,funcionalidade típica,0,NA,anexada à casa,2006,terminada,2,510,média,média,Y,144,0,0,0,0,0,NA,NA,NA,0,9,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,199000
2461,2461,528456200,20,Residencial vila flutuante,72,8640,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,um andar,muito boa,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,No,alojamento bom,24,não finalizado,0,1254,1278,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1278,0,0,1278,2,0,2,1,boa,5,funcionalidade típica,0,NA,anexada à casa,2006,acabamento grosseiro,2,584,média,média,Y,0,60,0,0,0,0,NA,NA,NA,0,10,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,198600
2462,2462,528477010,60,Residencial vila flutuante,100,13162,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Somerset,adjacente a rua alimentadora,normal,família única,dois andares,excelente,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,excelente,média,No,alojamento bom,1836,não finalizado,0,200,2036,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,2036,604,0,2640,3,1,3,1,excelente,11,funcionalidade típica,1,boa,anexada à casa,2006,acabamento grosseiro,3,792,média,média,Y,0,265,0,0,0,0,NA,NA,NA,0,11,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,405749
2463,2463,528477030,20,Residencial vila flutuante,81,11216,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,um andar,muito boa,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,boa,No,não finalizado,0,não finalizado,0,1489,1489,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1489,0,0,1489,2,0,3,1,boa,7,funcionalidade típica,1,boa,anexada à casa,2006,acabamento grosseiro,2,776,média,média,Y,0,140,0,0,0,0,NA,NA,NA,0,6,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,232600
2464,2464,528480070,60,Residencial vila flutuante,84,10728,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,dois andares,muito boa,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,exposição mínima,não finalizado,0,não finalizado,0,1095,1095,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,1095,844,0,1939,2,1,3,1,boa,8,funcionalidade típica,1,boa,anexada à casa,2006,acabamento grosseiro,3,1053,média,média,Y,192,51,0,0,0,0,NA,NA,NA,0,8,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,266000
2465,2465,528480100,60,Residencial vila flutuante,65,8125,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,dois andares,boa,média,2005,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,756,756,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,756,797,0,1553,2,1,3,1,boa,6,funcionalidade típica,0,NA,anexada à casa,2005,acabamento grosseiro,2,615,média,média,Y,0,45,0,0,0,0,NA,NA,NA,0,3,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,186500
2466,2466,528480110,60,Residencial vila flutuante,65,8125,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,dois andares,acima da média,média,2005,2005,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,858,858,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,858,858,0,1716,2,1,3,1,boa,7,funcionalidade típica,0,NA,anexada à casa,2005,acabamento grosseiro,2,615,média,média,Y,0,53,0,0,0,0,NA,NA,NA,0,2,2006,WD ,venda normal,200825
2467,2467,528480150,60,Residencial vila flutuante,65,8125,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,dois andares,boa,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,boa,No,não finalizado,0,não finalizado,0,770,770,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,778,798,0,1576,2,1,3,1,boa,6,funcionalidade típica,0,NA,anexada à casa,2006,acabamento grosseiro,2,614,média,média,Y,0,50,0,0,0,0,NA,NA,NA,0,8,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,197000
2468,2468,528488110,20,Residencial vila flutuante,60,7200,pavimentada,pavimentado,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,um andar,acima da média,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,pedra,68,boa,média,concreto derrramado,boa,média,No,alojamento bom,905,não finalizado,0,357,1262,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,1262,0,0,1262,2,0,2,1,boa,5,funcionalidade típica,0,NA,anexada à casa,2006,terminada,2,572,média,média,Y,0,120,0,0,0,0,NA,NA,NA,0,5,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,185000
2469,2469,528488120,20,Residencial vila flutuante,62,7500,pavimentada,pavimentado,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,um andar,boa,média,2005,2005,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,1257,1257,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1266,0,0,1266,2,0,3,1,boa,6,funcionalidade típica,1,média,anexada à casa,2005,não terminada,2,453,média,média,Y,38,144,0,0,0,0,NA,NA,NA,0,4,2006,WD ,venda normal,176000
2470,2470,528488130,20,Residencial vila flutuante,60,7200,pavimentada,pavimentado,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,um andar,boa,média,2006,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,boa,No,não finalizado,0,não finalizado,0,1293,1293,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1301,0,0,1301,2,0,2,1,boa,5,funcionalidade típica,1,boa,anexada à casa,2006,acabamento grosseiro,2,572,média,média,Y,216,121,0,0,0,0,NA,NA,NA,0,8,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,187750
2471,2471,531363080,20,Residencial baixa densidade,74,7733,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,normal,normal,família única,um andar,acima da média,média,2005,2005,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,média,média,exposição mínima,alojamento bom,24,não finalizado,0,1118,1142,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1142,0,0,1142,1,1,3,1,boa,5,funcionalidade típica,0,NA,NA,NA,NA,0,0,NA,NA,Y,4,50,0,0,0,0,NA,NA,NA,0,1,2006,WD ,venda normal,139500
2472,2472,531367010,20,Residencial baixa densidade,91,11024,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Sawyer West,normal,normal,família única,um andar,boa,média,2005,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,118,boa,média,concreto derrramado,boa,média,exposição média,não finalizado,0,não finalizado,0,1400,1400,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1400,0,0,1400,2,0,3,1,boa,6,funcionalidade típica,0,NA,anexada à casa,2005,acabamento grosseiro,2,612,média,média,Y,144,55,0,0,0,0,NA,NA,NA,0,10,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,186800
2473,2473,531375060,20,Residencial baixa densidade,63,13072,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,adjacente à ferrovia Leste-Oeste,normal,família única,um andar,acima da média,média,2005,2006,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,1131,1131,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1131,0,0,1131,1,1,3,1,boa,6,funcionalidade típica,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,39,0,0,0,0,NA,NA,NA,0,3,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,132000
2474,2474,531375070,20,Residencial baixa densidade,63,13072,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,adjacente à ferrovia Leste-Oeste,normal,família única,um andar,acima da média,média,2005,2005,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,1141,1141,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1141,0,0,1141,1,1,3,1,média,6,funcionalidade típica,0,NA,garagem não anexada à casa,2005,não terminada,2,484,média,média,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2006,WD ,venda anormal,142500
2475,2475,531375100,20,Residencial baixa densidade,63,13072,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,adjacente à ferrovia Leste-Oeste,normal,família única,um andar,acima da média,média,2004,2004,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,alojamento médio,941,não finalizado,0,217,1158,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1158,0,0,1158,1,1,3,1,boa,5,funcionalidade típica,0,NA,garagem não anexada à casa,2006,não terminada,2,576,média,média,Y,0,50,0,0,0,0,NA,NA,NA,0,5,2006,casa recém-construída e vendida,casa não foi concluída na última avaliação,158000
2476,2476,531376030,60,Residencial baixa densidade,65,7800,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,normal,normal,família única,dois andares,boa,média,2005,2005,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,172,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,891,891,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,891,795,0,1686,2,1,3,1,boa,8,funcionalidade típica,0,NA,anexada à casa,2005,terminada,2,462,média,média,Y,144,101,0,0,0,0,NA,NA,NA,0,4,2006,WD ,venda normal,184000
2477,2477,531376050,60,Residencial baixa densidade,74,7632,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,normal,normal,família única,dois andares,boa,média,2005,2005,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,face de tijolo,96,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,784,784,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,831,754,0,1585,2,1,3,1,boa,7,funcionalidade típica,0,NA,anexada à casa,2005,acabamento grosseiro,2,449,média,média,Y,100,77,0,0,0,0,NA,NA,NA,0,3,2006,WD ,venda normal,184900
2478,2478,531379030,60,Residencial baixa densidade,70,8304,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,normal,normal,família única,dois andares,acima da média,média,1997,1998,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,941,941,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,941,896,0,1837,2,1,3,1,média,7,funcionalidade típica,0,NA,anexada à casa,1997,acabamento grosseiro,2,688,média,média,Y,150,165,0,0,0,0,NA,boa privacidade,NA,0,7,2006,WD ,venda normal,187000
2479,2479,531450040,60,Residencial baixa densidade,65,7153,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,normal,normal,família única,dois andares,acima da média,média,1992,1992,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,boa,concreto derrramado,boa,média,No,alojamento médio,387,não finalizado,0,374,761,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,810,793,0,1603,2,1,3,1,boa,7,funcionalidade típica,0,NA,anexada à casa,1992,acabamento grosseiro,2,484,média,média,Y,0,124,0,0,0,0,NA,NA,NA,0,7,2006,WD ,venda normal,175900
2480,2480,531451290,60,Residencial baixa densidade,70,9370,pavimentada,NA,moderadamente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,normal,normal,família única,dois andares,acima da média,média,1992,1993,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,boa,média,concreto derrramado,boa,média,No,alojamento médio,758,não finalizado,0,78,836,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,844,887,0,1731,2,1,3,1,boa,7,funcionalidade típica,0,NA,anexada à casa,1992,acabamento grosseiro,2,462,média,média,Y,307,85,0,0,224,0,NA,NA,outro,3000,10,2006,WD ,venda entre membros de família,248500
2481,2481,531452080,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,50,7175,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,normal,normal,unidade interna de moradia,um andar,acima da média,média,1990,1991,duas águas,telha padrão (composto),madeirra compensada,madeirra compensada,nenhum,0,boa,média,concreto derrramado,boa,média,No,alojamento bom,904,não finalizado,0,494,1398,1,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,1398,0,0,1398,2,0,2,1,boa,5,funcionalidade típica,0,NA,anexada à casa,1990,acabamento grosseiro,2,542,média,média,Y,0,46,0,0,0,0,NA,mínima privacidade,NA,0,7,2006,WD ,venda normal,172000
2482,2482,531452100,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial baixa densidade,50,7175,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,normal,normal,unidade interna de moradia,um andar,acima da média,média,1991,1991,duas águas,telha padrão (composto),madeirra compensada,madeirra compensada,nenhum,0,boa,média,concreto derrramado,boa,média,No,alojamento bom,278,não finalizado,0,939,1217,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,1217,0,0,1217,2,0,2,1,boa,5,funcionalidade típica,0,NA,anexada à casa,1991,acabamento grosseiro,2,484,média,média,Y,0,64,0,0,0,0,NA,NA,NA,0,6,2006,WD ,venda normal,151000
2483,2483,531452210,60,Residencial baixa densidade,NA,9019,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,adjacente à ferrovia Leste-Oeste,normal,família única,dois andares,acima da média,média,1994,1994,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,alojamento médio,274,não finalizado,0,362,636,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,636,684,0,1320,2,1,3,1,boa,6,funcionalidade típica,0,NA,anexada à casa,1994,terminada,2,472,média,média,Y,0,40,0,0,0,0,NA,NA,NA,0,7,2006,WD ,venda normal,150000
2484,2484,531478010,20,Residencial alta densidade,NA,8900,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer West,normal,normal,família única,um andar,abaixo da média,abaixo da média,1966,1966,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,m\u00e9dia,média,bloco de concreto,média,média,No,sala de recreação média,1056,não finalizado,0,0,1056,1,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1056,0,0,1056,1,0,2,1,média,5,funcionalidade típica,0,NA,garagem não anexada à casa,1966,não terminada,1,384,média,média,Y,0,42,0,0,0,0,NA,mínima privacidade,NA,0,11,2006,WD ,venda normal,107000
2485,2485,531479030,20,Residencial alta densidade,60,7800,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Sawyer West,normal,normal,família única,um andar,média,média,1965,1965,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,bloco de concreto,média,média,No,alojamento abaixo da média,641,não finalizado,0,187,828,1,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,965,0,0,965,1,0,3,1,média,6,funcionalidade típica,0,NA,garagem não anexada à casa,1979,não terminada,1,300,média,média,Y,421,0,0,0,0,0,NA,mínima privacidade,NA,0,7,2006,WD ,venda anormal,119900
2486,2486,532351060,20,Residencial baixa densidade,70,9100,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer,adjacente à ferrovia Leste-Oeste,normal,família única,um andar,média,abaixo da média,1962,1962,quadril,telha padrão (composto),tapume de madeira,tapume de madeira,face de tijolo,51,m\u00e9dia,média,bloco de concreto,média,média,No,baixa qualidade,36,não finalizado,0,952,988,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,988,0,0,988,1,0,3,1,média,6,funcionalidade típica,0,NA,garagem não anexada à casa,1977,não terminada,2,624,média,média,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD ,venda normal,129500
2487,2487,532351090,duplex - todas os estilos e idades,Residencial média densidade,70,9100,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer,adjacente à ferrovia Leste-Oeste,normal,duplex,um andar,média,média,1963,1963,duas águas,telha padrão (composto),placa dura,placa dura,face de tijolo,336,m\u00e9dia,média,bloco de concreto,média,média,No,sala de recreação média,1332,não finalizado,0,396,1728,1,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1728,0,0,1728,2,0,6,2,média,10,funcionalidade típica,0,NA,garagem não anexada à casa,1963,não terminada,2,504,média,média,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2006,contrato de juros baixos,venda anormal,125000
2488,2488,532351150,duplex - todas os estilos e idades,Residencial média densidade,68,8927,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer,adjacente à ferrovia Leste-Oeste,normal,duplex,um andar e meio (segundo nível terminado),acima da média,acima da média,1977,1977,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,boa,bloco de concreto,NA,NA,NA,NA,0,NA,0,0,0,0,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1286,368,0,1654,2,0,4,2,média,10,funcionalidade típica,0,NA,anexada à casa,1977,acabamento grosseiro,2,528,média,média,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2006,WD ,venda normal,119500
2489,2489,532353030,20,Residencial baixa densidade,NA,9240,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer,normal,normal,família única,um andar,média,acima da média,1962,2002,quadril,telha padrão (composto),placa dura,placa dura,nenhum,0,m\u00e9dia,média,bloco de concreto,média,média,No,alojamento abaixo da média,612,não finalizado,0,252,864,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,1211,0,0,1211,1,0,2,1,média,6,deduções menores 1,1,média,garagem não anexada à casa,1972,não terminada,2,576,média,média,Y,161,0,0,0,0,0,NA,mínima privacidade,NA,0,3,2006,WD ,venda normal,144000
2490,2490,532353180,dividida ou multinível,Residencial baixa densidade,88,8471,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Sawyer,normal,normal,família única,nível dividido (split level),acima da média,boa,1977,1995,duas águas,telha padrão (composto),placa dura,madeirra compensada,face de tijolo,46,m\u00e9dia,média,bloco de concreto,boa,boa,exposição média,alojamento médio,506,não finalizado,0,0,506,1,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1212,0,0,1212,1,0,3,1,média,6,funcionalidade típica,1,média,anexada à casa,1978,não terminada,2,492,média,média,Y,292,12,0,0,0,0,NA,boa madeira,NA,0,7,2006,WD ,venda normal,151000
2491,2491,532376080,20,Residencial baixa densidade,NA,9308,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Sawyer,dentro de 200 pés da ferrovia Leste-Oeste,normal,família única,um andar,média,média,1965,1965,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,m\u00e9dia,média,bloco de concreto,média,média,No,sala de recreação média,554,não finalizado,0,430,984,0,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,984,0,0,984,1,0,3,1,média,5,funcionalidade típica,0,NA,anexada à casa,1965,não terminada,1,310,média,média,Y,0,0,0,0,0,0,NA,mínima privacidade,NA,0,7,2006,WD ,venda normal,126000
